house_id,ukut_id,ИТП,Дата введения,Марка,система,точка расположения,номер прибора,Дата поверки,Дата очередной поверки,Повторный ввод,Год поверки,arshin,vri_id,org_title,mit_number,mit_title,mit_notation,mi_modification,mi_number,verification_date,valid_date,result_docnum,applicability,sticker_num
lermontova-29a,lermontova-29a-itp1,ИТП-1,24/10/2011,Карат-РС-50,отопление,Т-1,41700610,,18/08/2026,до 15.09.2025,поверка 2022,1,1-179494975,ООО «Метроконтроль»,44424-10,Расходомеры-счетчики жидкости ультразвуковые,КАРАТ,КАРАТ-РС-50,41700610,18.08.2022,17.08.2026,С-ДШТ/18-08-2022/179494975,true,
lermontova-29a,lermontova-29a-itp1,ИТП-1,24/10/2011,Карат-РС-50,отопление,Т-2,33860510,,18/08/2026,до 15.09.2025,поверка 2022,1,1-179494974,ООО «Метроконтроль»,44424-10,Расходомеры-счетчики жидкости ультразвуковые,КАРАТ,КАРАТ-РС-50,33860510,18.08.2022,17.08.2026,С-ДШТ/18-08-2022/179494974,true,
lermontova-29a,lermontova-29a-itp1,ИТП-1,24/10/2011,КТПТР-01-80,отопление,термопары,23754/23754А,,28/06/2026,до 15.09.2025,поверка 2022,1,1-169552242,ООО «Метроконтроль»,14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,23754/23754А,28.06.2022,27.06.2026,С-ДШТ/28-06-2022/169552242,true,
lermontova-29a,lermontova-29a-itp1,ИТП-1,24/10/2011,МФ 2.2.1-Б-20,гвс,Т-3,201046011,,07/08/2028,до 15.09.2025,поверка 2024,1,1-362263252,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201046011,12.08.2024,11.08.2028,С-СЕ/12-08-2024/362263252,true,
lermontova-29a,lermontova-29a-itp1,ИТП-1,24/10/2011,МФ 2.2.1-Б-20,гвс,Т-4,201054390,,01/02/2026,до 15.09.2025,поверка 2022,1,1-140130367,"ООО ""ИВТРЕЙД""",73383-18,Преобразователи расхода электромагнитные,МастерФлоу,Б,201054390,02.02.2022,01.02.2026,С-ДФП/02-02-2022/140130367,true,
lermontova-29a,lermontova-29a-itp1,ИТП-1,24/10/2011,КТПТР-06-45,гвс,термопары,1921/1921А,,19/10/2025,до 15.09.2025,,0,,,,,,,,,,,,
lermontova-31,lermontova-31-itp1,ИТП-1,13/07/2015,ВСТ-Н-32,гвс,Т-3,40362424,,24/11/2025,до 24.11.2025,замена 2022,0,,,,,,,,,,,,
lermontova-31,lermontova-31-itp1,ИТП-1,13/07/2015,ВСКМ-20,гвс,Т-4,211300886,,05/10/2027,до 24.11.2025,замена 2022,1,1-148373959,ООО «Метроконтроль»,66635-17,Счетчики крыльчатые холодной и горячей воды,ВСКМ,ВСКМ-20,211300886,13.04.2022,,И-ДШТ/13-04-2022/148373959,false,
mira-2,mira-2-itp1,ИТП-1,14/07/2015,Zenner ZR-90-25,гвс,Т-3,20042057,,23/03/2026,до 23.03.2026,замена 2022,0,,,,,,,,,,,,
mira-2,mira-2-itp1,ИТП-1,14/07/2015,ETW-N-90-20,гвс,Т-4,2443396,,06/10/2026,до 23.03.2026,замена 2022,3,,,,,,,,,,,,
mira-4a,mira-4a-itp1,ИТП-1,21/06/2013,КАРАТ-2001-01,отопление,теплорегистратор,10120309,,27/05/2026,до 15.09.2025,поверка 2023,2,,,,,,,,,,,,
mira-4a,mira-4a-itp1,ИТП-1,21/06/2013,ПРЭМ-20,отопление,Т-1,236645,,25/06/2027,до 15.09.2025,поверка 2023,12,,,,,,,,,,,,
mira-4a,mira-4a-itp1,ИТП-1,21/06/2013,ПРЭМ-20,отопление,Т-2,240411,,05/05/2029,до 15.09.2025,поверка 2021,1,1-430787172,"ООО ПП ""ТЕХНОЛОГИЯ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ 20,240411,06.05.2025,05.05.2029,С-БУТ/06-05-2025/430787172,true,
mira-4a,mira-4a-itp1,ИТП-1,21/06/2013,КТСП-Н-40,отопление,термопары,38119г/38119х,,31/05/2026,до 15.09.2025,поверка 2022,1,1-159749273,ООО «Метроконтроль»,38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,38119г/38119х,31.05.2022,30.05.2026,С-ДШТ/31-05-2022/159749273,true,
mira-4a,mira-4a-itp1,ИТП-1,21/06/2013,ВСКМ 90-25,гвс,Т-3,414300057,,03/01/2029,до 15.09.2025,замена 2025,1,1-400455032,"ООО ""ДЕКАСТ""",88674-23,Счетчики холодной и горячей воды крыльчатые,Декаст,Декаст ВСКМ 90-25 ДГ,414300057,03.01.2025,02.01.2031,С-ЕМЖ/03-01-2025/400455032,true,
mira-4a,mira-4a-itp1,ИТП-1,21/06/2013,ETWI-15,гвс,Т-4,8881776,,11/05/2026,до 15.09.2025,поверка 2022,2,,,,,,,,,,,,
mira-4a,mira-4a-itp1,ИТП-1,21/06/2013,КТСП-Н-35,гвс,термопары,24679х/24679г,,31/05/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
mira-6,mira-6-itp1,ИТП-1,24/10/2011,Эльф-04-59,отопление,теплорегистратор,25454819,,18/05/2029,до 15.09.2025,поверка 2025,1,1-433151088,"ООО ПП ""ТЕХНОЛОГИЯ""",61016-15,Вычислители,ЭЛЬФ,Эльф-04П,25454819,19.05.2025,18.05.2029,С-БУТ/19-05-2025/433151088,true,
mira-6,mira-6-itp1,ИТП-1,24/10/2011,Карат-РС-32,отопление,Т-1,67881010,,28/07/2026,до 15.09.2025,поверка 2022,1,1-173787036,ООО «Метроконтроль»,44424-10,Расходомеры-счетчики жидкости ультразвуковые,КАРАТ,КАРАТ-РС-32,67881010,28.07.2022,27.07.2026,С-ДШТ/28-07-2022/173787036,true,
mira-6,mira-6-itp1,ИТП-1,24/10/2011,Карат-РС-32,отопление,Т-2,65460910,,29/07/2026,до 15.09.2025,поверка 2022,1,1-173787038,ООО «Метроконтроль»,44424-10,Расходомеры-счетчики жидкости ультразвуковые,КАРАТ,КАРАТ-РС-32,65460910,28.07.2022,27.07.2026,С-ДШТ/28-07-2022/173787038,true,
mira-6,mira-6-itp1,ИТП-1,24/10/2011,КТПТР-06-45,отопление,термопары,4772/4772А,,28/06/2026,до 15.09.2025,поверка 2022,3,,,,,,,,,,,,
mira-6,mira-6-itp1,ИТП-1,24/10/2011,КАРАТ-РС-20,гвс,Т-3,10264918,,29/07/2026,до 15.09.2025,поверка 2022,1,1-174140267,ООО «Метроконтроль»,44424-10,Расходомеры-счетчики жидкости ультразвуковые,КАРАТ,КАРАТ-РС-20,10264918,29.07.2022,28.07.2026,С-ДШТ/29-07-2022/174140267,true,
mira-6,mira-6-itp1,ИТП-1,24/10/2011,КАРАТ-РС-20,гвс,Т-4,25140310,,29/07/2026,до 15.09.2025,установка 2022,2,,,,,,,,,,,,
mira-6,mira-6-itp1,ИТП-1,24/10/2011,КТПТР-06,гвс,термопары,1966/1966А,,10/04/2029,до 15.09.2025,поверка 2025,1,1-424846494,"ООО ПП ""ТЕХНОЛОГИЯ""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,1966/1966А,11.04.2025,10.04.2029,С-БУТ/11-04-2025/424846494,true,
mira-6a,mira-6a-itp1,ИТП-1,06/02/2014,КАРАТ-307,отопление,теплорегистратор,13310712,,23/08/2025,до 15.09.2025,поверка 2021,2,,,,,,,,,,,,
mira-6a,mira-6a-itp1,ИТП-1,06/02/2014,МФ 2.2.1-Б-25,отопление,Т-1,025395812,,26/08/2025,до 15.09.2025,поверка 2021,1,1-89241454,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2-Б-25,025395812,26.08.2021,25.08.2025,С-ДШТ/26-08-2021/89241454,true,
mira-6a,mira-6a-itp1,ИТП-1,06/02/2014,МФ 2.2.1-Б-25,отопление,Т-2,025426012,,26/08/2025,до 15.09.2025,поверка 2021,1,1-89241453,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2-Б-25,025426012,26.08.2021,25.08.2025,С-ДШТ/26-08-2021/89241453,true,
mira-6a,mira-6a-itp1,ИТП-1,06/02/2014,КТПТР-01-80,отопление,термопары,15204/15204А,,31/08/2025,до 15.09.2025,поверка 2021,3,,,,,,,,,,,,
mira-6a,mira-6a-itp1,ИТП-1,06/02/2014,МФ 5.2-Б-20,гвс,Т-3,020031412,,26/08/2025,до 15.09.2025,поверка 2021,1,1-89241456,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2-Б-20,020031412,26.08.2021,25.08.2025,С-ДШТ/26-08-2021/89241456,true,
mira-6a,mira-6a-itp1,ИТП-1,06/02/2014,МФ 5.2-Б-20,гвс,Т-4,020021212,,26/08/2025,до 15.09.2025,поверка 2021,1,1-89241457,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2-Б-20,020021212,26.08.2021,25.08.2025,С-ДШТ/26-08-2021/89241457,true,
mira-6a,mira-6a-itp1,ИТП-1,06/02/2014,КТСП-Н-60,гвс,термопары,35029г/35029х,,31/08/2025,до 15.09.2025,поверка 2021,1,1-90461929,ООО «Метроконтроль»,38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,35029г/35029х,01.09.2021,31.08.2025,С-ДШТ/01-09-2021/90461929,true,
mira-9a,mira-9a-itp1,ИТП-1,15/05/2012,КАРАТ-2001-01,отопление,теплорегистратор,20880312,,03/06/2029,до 15.09.2025,поверка 2025,1,1-437776025,"ФБУ ""УРАЛТЕСТ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,20880312,04.06.2025,03.06.2029,С-СЕ/04-06-2025/437776025,true,
mira-9a,mira-9a-itp1,ИТП-1,15/05/2012,ЭРСВ-420Л-32,отопление,Т-1,01132610,,25/06/2027,до 15.09.2025,поверка 2023,1,1-279354085,"ООО ""ЭНЕРГОКОМПЛЕКС""",28430-04,Счетчики электрической энергии однофазные электронные,"NP515.23D, NP524.27D",NP515.23D-1E1ALN,01132610,11.09.2023,10.09.2039,С-ГЯШ/11-09-2023/279354085,true,
mira-9a,mira-9a-itp1,ИТП-1,15/05/2012,ЭРСВ-420Л-32,отопление,Т-2,01155279,,25/06/2027,до 15.09.2025,поверка 2023,0,,,,,,,,,,,,
mira-9a,mira-9a-itp1,ИТП-1,15/05/2012,КТСП-Н-80,отопление,термопары,3285х/3285г,,22/06/2027,до 15.09.2025,поверка 2023,0,,,,,,,,,,,,
mira-9a,mira-9a-itp1,ИТП-1,15/05/2012,ЭРСВ-420Л-25,гвс,Т-3,01125654,,25/06/2027,до 15.09.2025,поверка 2023,1,1-255313806,"ФБУ ""РОСТЕСТ-МОСКВА""",25913-08,Манометры показывающие,"ТМ, ТВ, ТМВ и ТМТБ",ТМ5,01125654,19.06.2023,18.06.2025,С-ТТ/19-06-2023/255313806,true,
mira-9a,mira-9a-itp1,ИТП-1,15/05/2012,ЭРСВ-420Л-20,гвс,Т-4,01135583,,25/06/2027,до 15.09.2025,поверка 2023,0,,,,,,,,,,,,
mira-9a,mira-9a-itp1,ИТП-1,15/05/2012,КТПТР-06-35,гвс,термопары,990/990А,,22/06/2027,до 15.09.2025,поверка 2023,3,,,,,,,,,,,,
mira-9a,mira-9a-hozpostroyka,Хозпостройка,05/07/2012,ЭЛЬФ-01-50,отопление,теплорегистратор,90693311,,27/06/2027,до 15.09.2025,поверка 2023,1,1-258147086,"ФБУ ""УРАЛТЕСТ""",45543-10,Вычислители,ЭЛЬФ и КАРАТ-307,ЭЛЬФ-01,90693311,28.06.2023,27.06.2027,С-СЕ/28-06-2023/258147086,true,
mira-9a,mira-9a-hozpostroyka,Хозпостройка,05/07/2012,ЭРСВ-420Л-20,отопление,Т-1,01200150,,16/07/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
mira-9a,mira-9a-hozpostroyka,Хозпостройка,05/07/2012,ЭРСВ-420Л-20,отопление,Т-2,01200269,,16/07/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
mira-9a,mira-9a-hozpostroyka,Хозпостройка,05/07/2012,КТСП-Н-35,отопление,термопары,57138х/г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
mira-12,mira-12-itp1,ИТП-1,16/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,21850512,,11/07/2028,до 15.09.2025,поверка 2024,1,1-354179936,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,21850512,12.07.2024,11.07.2028,С-БУТ/12-07-2024/354179936,true,
mira-12,mira-12-itp1,ИТП-1,16/10/2012,МФ 5.2.1-Б-20,отопление,Т-1,020421211,,11/08/2028,до 15.09.2025,поверка 2024,1,1-362263244,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,020421211,12.08.2024,11.08.2028,С-СЕ/12-08-2024/362263244,true,
mira-12,mira-12-itp1,ИТП-1,16/10/2012,МФ 5.2.1-Б-20,отопление,Т-2,020044411,,11/08/2028,до 15.09.2025,поверка 2024,1,1-362263242,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,020044411,12.08.2024,11.08.2028,С-СЕ/12-08-2024/362263242,true,
mira-12,mira-12-itp1,ИТП-1,16/10/2012,КТСП-Н-60,отопление,термопары,13050г/13050х,,12/07/2028,до 15.09.2025,поверка 2024,1,1-354177328,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,13050Г/13050Х,13.07.2024,12.07.2028,С-БУТ/13-07-2024/354177328,true,
mira-12,mira-12-itp1,ИТП-1,16/10/2012,МФ 5.2.1-Б-20,гвс,Т-3,020079911,,11/08/2028,до 15.09.2025,поверка 2024,1,1-362263243,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,020079911,12.08.2024,11.08.2028,С-СЕ/12-08-2024/362263243,true,
mira-12,mira-12-itp1,ИТП-1,16/10/2012,МФ 5.2.1-Б-15,гвс,Т-4,201038941,,11/08/2028,до 15.09.2025,поверка 2024,1,1-369639942,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201038941,05.09.2024,04.09.2028,С-СЕ/05-09-2024/369639942,true,
mira-12,mira-12-itp1,ИТП-1,16/10/2012,КТПТР-06-45,гвс,термопары,2626А/2626,,12/07/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
mira-14,mira-14-itp1,ИТП-1,10/12/2015,ВСКМ 90-25,гвс,Т-3,085300960,, 05.05.2029,до 05.05.2029,Замена 2025,1,1-432160094,"ООО ""ДЕКАСТ""",88674-23,Счетчики холодной и горячей воды крыльчатые,Декаст,Декаст ВСКМ 90-25,085300960,05.05.2025,04.05.2031,С-ЕМЖ/05-05-2025/432160094,true,
mira-16,mira-16-itp1,ИТП-1,10/12/2015,ZR MTW-25,гвс,Т-3,020042097,,20/04/2026,до 15.03.2026,замена 2022 (2),0,,,,,,,,,,,,
mira-16,mira-16-itp1,ИТП-1,10/12/2015,ВСКМ-90-20,гвс,Т-4,391301357,,15/04/2026,до 15.03.2026,замена 2022 (2),2,,,,,,,,,,,,
mira-18,mira-18-itp1,ИТП-1,10/12/2015,ВСКМ-25,гвс,Т-3,211100161,,22/11/2027,до 05.10.2027,замена 2022,0,,,,,,,,,,,,
mira-18,mira-18-itp1,ИТП-1,10/12/2015,ВСКМ-20,гвс,Т-4,211300881,,05/10/2027,до 05.10.2027,замена 2022,0,,,,,,,,,,,,
mira-20,mira-20-itp1,ИТП-1,10/12/2015,ВСТ-25,гвс,Т-3,21309407,,19/04/2025,до 19.04.2025,замена 2021,1,1-58855652,"АО ""ТЕПЛОВОДОМЕР""",40607-09,Счетчики холодной и горячей воды,"ВСХ, ВСХд, ВСГ, ВСГд, ВСТ",ВСТ-25,21309407,19.04.2021,18.04.2025,С-БХТ/19-04-2021/58855652,true,
mira-20,mira-20-itp1,ИТП-1,10/12/2015,ВСКМ-20,гвс,Т-4,211300888,,05/10/2027,до 19.04.2025,замена 2022,1,1-148373960,ООО «Метроконтроль»,66635-17,Счетчики крыльчатые холодной и горячей воды,ВСКМ,ВСКМ-20,211300888,13.04.2022,,И-ДШТ/13-04-2022/148373960,false,
mira-22,mira-22-itp1,ИТП-1,08/04/2009,КАРАТ-2001-01,отопление,теплорегистратор,08441208,,08/06/2027,до 15.09.2025,поверка 2023,1,1-253933474,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,КАРАТ 2001-01,08441208,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253933474,true,
mira-22,mira-22-itp1,ИТП-1,08/04/2009,ETWI-N-20,отопление,Т-1,40356100,,02/09/2030,до 15.09.2025,замена 2024,1,1-367177269,"ООО ПП ""ТЕХНОЛОГИЯ""",51794-12,Счетчики холодной и горячей воды,"ВСХ, ВСХд, ВСГ, ВСГд, ВСТ",ВСТ-20,40356100,03.09.2024,02.09.2030,С-БУТ/03-09-2024/367177269,true,
mira-22,mira-22-itp1,ИТП-1,08/04/2009,ETWI-N-20,отопление,Т-2,0610572,,02/09/2028,до 15.09.2025,замена 2024,2,,,,,,,,,,,,
mira-22,mira-22-itp1,ИТП-1,08/04/2009,КТПТР-01-60,отопление,термопары,12070/12070А,,12/07/2028,до 15.09.2025,поверка 2024,4,,,,,,,,,,,,
mira-22,mira-22-itp1,ИТП-1,08/04/2009,ETWI-N-20,гвс,Т-3,7796567,,04/09/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
mira-22,mira-22-itp1,ИТП-1,08/04/2009,ТПТ-1-3-60,гвс,термопара,6211,,12/07/2028,до 15.09.2025,поверка 2024,1,1-450559537,"АО ""ТРАНСНЕФТЬ - СИБИРЬ""",26221-08,Термометры биметаллические,БТ,БТ3,6211,11.07.2025,10.07.2028,С-БЖА/11-07-2025/450559537,true,
mira-39,mira-39-itp1,ИТП-1,,MTW-N-25,гвс,Т-3,222430711,,06/10/2026,до 06.10.2026,замена 2022,1,1-192950198,"ООО НПП ""УРАЛТЕХНОЛОГИЯ""",48242-11,Счетчики холодной и горячей воды крыльчатые многоструйные,M,MTW-N-25,222430711,06.10.2022,05.10.2026,С-ВРК/06-10-2022/192950198,true,
mira-39,mira-39-itp1,ИТП-1,,ETW-N-15,гвс,Т-4,1955634,,12/10/2026,до 06.10.2026,замена 2022,1,1-192949869,"ООО НПП ""УРАЛТЕХНОЛОГИЯ""",48241-11,Счетчики холодной и горячей воды крыльчатые одноструйные,ET,ETW-N-15,1955634,12.10.2022,11.10.2026,С-ВРК/12-10-2022/192949869,true,
mira-40,mira-40-itp1,ИТП-1,31/03/2015,ТБК-100/ИК,отопление,теплорегистратор,0011,,27/01/2026,до 15.09.2025,Замена 2022,8,,,,,,,,,,,,
mira-40,mira-40-itp1,ИТП-1,31/03/2015,ЭРСВ-420ЛВ-50,отопление,Т-1,1359246,,22/06/2026,до 15.09.2025,поверка 2022,3,,,,,,,,,,,,
mira-40,mira-40-itp1,ИТП-1,31/03/2015,ЭРСВ-420Л-50,отопление,Т-2,944827,,23/06/2026,до 15.09.2025,поверка 2022,4,,,,,,,,,,,,
mira-40,mira-40-itp1,ИТП-1,31/03/2015,КТПТР-06,отопление,термопары,1708/1708А,,15/11/2025,до 15.09.2025,Замена 2022,3,,,,,,,,,,,,
mira-40,mira-40-itp1,ИТП-1,31/03/2015,ЭРСВ-420Л-32,гвс,Т-3,983433,,05/07/2026,до 15.09.2025,поверка 2022,4,,,,,,,,,,,,
mira-40,mira-40-itp1,ИТП-1,31/03/2015,ЭРСВ-420Л-25,гвс,Т-4,0100857,,18/07/2026,до 15.09.2025,поверка 2022,3,,,,,,,,,,,,
mira-40,mira-40-itp1,ИТП-1,31/03/2015,КТПТР-06,гвс,термопары,1836/1836А,,21/05/2025,до 15.09.2025,Замена 2022,3,,,,,,,,,,,,
mira-41,mira-41-itp1,ИТП-1,06/08/2015,ВСГ-15,гвс,Т-3,70039402,,11/04/2029,до 11.04.2029,замена 2023,1,1-238288330,"АО ""ТЕПЛОВОДОМЕР""",51794-12,Счетчики холодной и горячей воды,"ВСХ, ВСХд, ВСГ, ВСГд, ВСТ",ВСГ -15 -02,70039402,11.04.2023,10.04.2029,С-БХТ/11-04-2023/238288330,true,
mira-41,mira-41-itp1,ИТП-1,06/08/2015,ВСГ-15,гвс,Т-4,70039393,,11/04/2029,до 11.04.2029,замена 2023,1,1-238288332,"АО ""ТЕПЛОВОДОМЕР""",51794-12,Счетчики холодной и горячей воды,"ВСХ, ВСХд, ВСГ, ВСГд, ВСТ",ВСГ -15 -02,70039393,11.04.2023,10.04.2029,С-БХТ/11-04-2023/238288332,true,
nevskogo-1,nevskogo-1-itp1,ИТП-1,22/12/2010,КАРАТ-2001-01,отопление,теплорегистратор,13410709,,19/06/2026,до 15.09.2025,поверка 2022,1,1-164571216,ООО «Метроконтроль»,30485-05,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,13410709,20.06.2022,19.06.2026,С-ДШТ/20-06-2022/164571216,true,
nevskogo-1,nevskogo-1-itp1,ИТП-1,22/12/2010,МФ Б-25,отопление,Т-1,025001881,,24/07/2026,до 15.09.2025,поверка 2022,1,1-173546453,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-25,025001881,25.07.2022,24.07.2026,С-ДШТ/25-07-2022/173546453,true,
nevskogo-1,nevskogo-1-itp1,ИТП-1,22/12/2010,МФ Б-25,отопление,Т-2,025001873,,24/07/2026,до 15.09.2025,поверка 2022,1,1-173546454,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-25,025001873,25.07.2022,24.07.2026,С-ДШТ/25-07-2022/173546454,true,
nevskogo-1,nevskogo-1-itp1,ИТП-1,22/12/2010,КТПТР-01-60,отопление,термопары,15023/15023А,,14/06/2026,до 15.09.2025,поверка 2022,2,,,,,,,,,,,,
nevskogo-1,nevskogo-1-itp1,ИТП-1,22/12/2010,МФ 2.2.1-Б-25,гвс,Т-3,201023349,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431955951,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,201023349,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431955951,true,
nevskogo-1,nevskogo-1-itp1,ИТП-1,22/12/2010,МФ 2.2.1-Б-20,гвс,Т-4,201077171,,16/01/2029,до 15.09.2025,замена 2025,1,1-410133932,"ООО ""ИВТРЕЙД""",73383-18,Преобразователи расхода электромагнитные,МастерФлоу,Б,201077171,17.01.2025,16.01.2029,С-ДФП/17-01-2025/410133932,true,
nevskogo-1,nevskogo-1-itp1,ИТП-1,22/12/2010,КТПТР-06-35,гвс,термопары,1598/1598А,,14/06/2026,до 15.09.2025,поверка 2022,3,,,,,,,,,,,,
pobedy-22,pobedy-22-itp1,ИТП-1,02/11/2023,ТСРВ-034,отопление,теплорегистратор,1407574,,21/07/2026,до 15.09.2025,поверка 2022,3,,,,,,,,,,,,
pobedy-22,pobedy-22-itp1,ИТП-1,02/11/2023,ЭРСВ-420ЛВ-50,отопление,Т-1,1254193,,19/08/2026,до 15.09.2025,поверка 2022,2,,,,,,,,,,,,
pobedy-22,pobedy-22-itp1,ИТП-1,02/11/2023,ЭРСВ-420Л-50,отопление,Т-2,1251562,,19/08/2026,до 15.09.2025,поверка 2022,1,1-179784841,ООО «Метроконтроль»,20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ЭРСВ-440Л,1251562,19.08.2022,18.08.2026,С-ДШТ/19-08-2022/179784841,true,
pobedy-22,pobedy-22-itp1,ИТП-1,02/11/2023,КТПТР-01-65,отопление,термопары,14920/14920А,,11/07/2026,до 15.09.2025,поверка 2022,1,1-171307097,ООО «Метроконтроль»,46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-01,14920/14920А,11.07.2022,10.07.2026,С-ДШТ/11-07-2022/171307097,true,
sverdlova-1,sverdlova-1-itp1,ИТП-1,13/07/2015,ВСКМ-90-25,гвс,Т-3,214305770,,14/08/2028,до 14.08.2028,замена 2024,1,1-364684142,"ООО ""ДЕКАСТ""",88674-23,Счетчики холодной и горячей воды крыльчатые,Декаст,Декаст ВСКМ 90-25,214305770,14.08.2024,13.08.2030,С-ЕМЖ/14-08-2024/364684142,true,
sverdlova-3,sverdlova-3-itp1,ИТП-1,13/07/2015,ВСГН-25,гвс,Т-3,232006008,,11/01/2030,до 05.05.2029,замена 2024,1,1-307325930,"АО ""ТЕПЛОВОДОМЕР""",61402-15,Счетчики воды крыльчатые,"ВСХН, ВСХНд, ВСГН, ВСГНд, ВСТН",ВСГН-25,232006008,11.01.2024,10.01.2028,С-БХТ/11-01-2024/307325930,true,
sverdlova-3,sverdlova-3-itp1,ИТП-1,13/07/2015,ВСГ-20,гвс,Т-4,231012281,,19/05/2029,до 05.05.2029,замена 2024,0,,,,,,,,,,,,
sverdlova-4,sverdlova-4-itp1,ИТП-1,13/07/2015,MTWI-32,гвс,Т-3,10020048404,,04/08/2027,до 04.08.2027,замена 2023,0,,,,,,,,,,,,
sverdlova-4,sverdlova-4-itp1,ИТП-1,13/07/2015,СГВ-20,гвс,Т-4,54450629,,06/07/2029,до 04.08.2027,замена 2023,1,1-264137775,"ООО ПКФ ""БЕТАР""",16078-13,Счетчики холодной воды и горячей воды,"СХВ (СХВ-15, СХВ-15Д, СХВ-20, СХВ-20Д) и СГВ (СГВ-15, СГВ-15Д, СГВ-20, СГВ-20Д)",СГВ-20,54450629,06.07.2023,05.07.2029,С-БУБ/06-07-2023/264137775,true,
sverdlova-7,sverdlova-7-itp1,ИТП-1,10/12/2015,ZR-25,гвс,Т-3,20041857,,23/03/2026,23/03/2026,замена 2022,1,1-157519034,"ООО НПП ""ЧИЗ""",50593-12,Микрометры,"МК, МЛ, МТ, МЗ",МК225,20041857,20.05.2022,19.05.2023,С-ВДЧ/20-05-2022/157519034,true,Нет данных
sverdlova-7,sverdlova-7-itp1,ИТП-1,10/12/2015,ВСТ-15,гвс,Т-4,40328519,,14/04/2031,23/03/2026,поверка 2025,1,1-426863362,"ФБУ ""УРАЛТЕСТ""",51794-12,Счетчики холодной и горячей воды,"ВСХ, ВСХд, ВСГ, ВСГд, ВСТ",ВСТ,40328519,15.04.2025,14.04.2031,С-СЕ/15-04-2025/426863362,true,
sverdlova-8,sverdlova-8-itp1,ИТП-1,13/07/2015,ВСТН-32,гвс,Т-3,232001470,,02/03/2027,до 02.03.2027,Замена 2023,1,1-227995935,"АО ""ТЕПЛОВОДОМЕР""",61402-15,Счетчики воды крыльчатые,"ВСХН, ВСХНд, ВСГН, ВСГНд, ВСТН",ВСТН-32,232001470,02.03.2023,01.03.2027,С-БХТ/02-03-2023/227995935,true,
sverdlova-8,sverdlova-8-itp1,ИТП-1,13/07/2015,ВСТ-20,гвс,Т-4,10050227463,,15/03/2029,до 02.03.2027,замена 2023,0,,,,,,,,,,,,
sverdlova-13,sverdlova-13-itp1,ИТП-1,13/07/2015,ВСТ-Н-32,гвс,Т-3,40344347,,09/09/2025,до 09.09.2025,замена 2022,0,,,,,,,,,,,,
